variable_name,description,label,datatype,value_constraints,units,required,unique,CDE,form_name,source_file,source_directory,Digest (variable_name|source_file|source_directory)
31373-covid_test2_feedback,"Second kit, instructions ease of use status","If you completed at-home COVID Test #2, did you find it was easier to follow the instructions the second time around?",categorical,"1, Yes, it was easier the 2nd time; 2, No, it was harder the 2nd time; 7, It was about the same; 3, Not sure; 4, I didn't complete test #2; 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2696f8e9c456a726122aa5497778a0da3154f242658abf52c76a525c5e9bd5de0a2e25b262b5fa5c0a24e607a84ce9836f80de07bfadbefd2a44d6e5347ac3c5
31374-covid_interact,Overall ease of use for at-home test kit,"Overall, how easy or difficult would you say it was to use the at-home COVID tests?",categorical,"1, Extremely easy; 2, Somewhat easy; 3, Neither easy nor difficult; 4, Somewhat difficult; 5, Extremely difficult; 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2b8a7196d98c279173baa77d1ef7783b3bf386b5bd6ac36fff237c333825212ef9a145288934fb06d62ab4a976c871397940b54e3487045e165e6a02627597e7
31376-covid_comments,Other comments related to the at-home COVID tests,Other comments related to the at-home covid tests?,text,,,false,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d81947bbedacd6d2991e2bbb571ce844b5cc360b73eb3d944016557ebff90257250b057d74bd6aa704c690194c5ec0042ede1f1c02a97b52bb3a4551fc09f99f
31377-athome_again,Likeliness to repeat at-home testing if required,"If you were given the opportunity to use the same at-home COVID Tests again, would you?",categorical,"1, Yes; 2, Maybe; 3, No; 4, I'm not sure; 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d4899f7c7163bdad270c37959898702fecb83eab655f43ea20480d69bcf229bfcc69cbd12db80520f74d4535e69fc25819a0dfa957cad4ef5a690b8a6189914a
31378-covid_studytools,COVID Web Site - Ease of Use - Creating an account,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Registering and creating an account",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,20dbbb27738a4cd49495f6bb61170852fc9876571342df78bfd30e93b343d942a6027ca7ad61bf2f7125235eff3451e8d17ed3310b7882f0f075cc514c3e7c65
31379-covid_studytools,COVID Web Site - Ease of Use - Providing consent,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Providing consent to join the research program",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,cc559f9d9854b1be25aa2194d751a9cf262be47c9c359a49bdf8f63a22b7dc976445be1e1ed72916b3a58644bd165ff2e5e5dd044f6443bd4c2a4bb61ce28106
31380-covid_studytools,COVID Web Site - Ease of Use - Ordering at-home kit,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Ordering the at-home COVID test kit (confirming my address)",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,83ec945fea8cc653412d127dd45bed613528535d110432e27112a7a9af01077e5f7fe2d8415eae3558ac7fbb3f6baa3a48ec5dba0901864daca7e11ec63a261e
31381-covid_studytools,COVID Web Site - Ease of Use - Completing the symptom survey,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Completing the COVID symptoms survey",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,6f7cecb6c203faab72e1d0eb607641afbba3923ca3439ec9973280930687f29594c4ffe8b52089f546a42c2e8b4522a9b4e2f9a0d5991a3706685ae003b9e3c7
31382-covid_studytools,COVID Web Site - Ease of Use - Entering the results from the at-home kit,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Entering the results from the at-home COVID testing kit",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,0c4abed9d5f95e728d877b2c7874cdb00e367b87de9118b6105621e77a315118d421b8fe1dec092c480e7f6d60acb853ad073f168c5f3a158920b4a3dc447906
31383-covid_web_interact,Overall ease of use for COVID web site,"Overall, how easy or difficult was it to use the COVID-CARE study website?",categorical,"1, Extremely easy; 2, Somewhat easy; 3, Neither easy nor difficult; 4, Somewhat difficult; 5, Extremely difficult; 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,7f22b1a6c810c0eb98d6bb18e36030376ea144bef19bf6cc62971ff6e94874de72116e102988393be248d564619eadcc591887df62eb34797bf50ba170308119
31385-covid_web_comments,Other comments related to the participant web experience,Other comments related to your web experience?,text,,,false,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d408bca9ae8e6681cb6266f1e767964d7a6584c68aa569f7c9fd10cb96483e4662f6f1f90c379c96a69f2a5e3e08a00520fd07c344917d32e3b3681bd71b87a8
31386-covid_results-1,"Participant indicates that the results they received as part of their at-home COVID test, included: Positive",What results did you receive as part of your at-home COVID test? Positive,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2cbc072117423ea04b6cfdb9a2f7436d32254a72d6201a7ec40b4bf569e2e4d5e3082fe9304dff128b995fbd20e9becc42dbbbdfa8f8d5a298a1645ada2a7329
31386-covid_results-2,"Participant indicates that the results they received as part of their at-home COVID test, included: Negative",What results did you receive as part of your at-home COVID test? Negative,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ea33d8f5491d1d3a06ae5460fe143771e881bed7236b8f6336326ef4f4ce1e3dab236fbff4b03c7924717d2cad6dc3592fc7758d604d1e3e8b86f9d17ba268ce
31386-covid_results-3,"Participant indicates that the results they received as part of their at-home COVID test, included: Invalid",What results did you receive as part of your at-home COVID test? Invalid,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,86258e7837eadbe29cd765ec9df26e6cfbbff1ae24c1270b7aa5d4cac15ec43d9ad5728061bc8ace8ab3e937d6cd1131f080709fc8e507bbbe496b7dd4a56294
31386-covid_results-4,"Participant indicates that the results they received as part of their at-home COVID test, included: Could not complete 1 or more tests",What results did you receive as part of your at-home COVID test? Could not complete 1 or more tests,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,37dd0936dd544dd91491c077b7db37d1b852022afc6500ddf4ef635a4b9e001f45fc5616d822798c24c0e6ffde59fb515fca5dfb76adf2f70f1f2731f87e49bd
31386-covid_results-5,"Participant indicates that the results they received as part of their at-home COVID test, included: Not sure for 1 or more tests",What results did you receive as part of your at-home COVID test? Not sure for 1 or more tests,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,8c2542bc76d1e6c2cea28b1b7c1ba0abf5ef6b8caa1bd5c071e03abd6276a54738f008562ad54c4cb4cca86707325bc5c61e37328dff1255a8e841a540406363
31386-covid_results-999,"Participant indicates that the results they received as part of their at-home COVID test, included: Prefer not to answer",What results did you receive as part of your at-home COVID test? Prefer not to answer,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,14bfb40ab5650ff29d151b2e5dca0a59f78eea1d58aac70082ecca049558c0d174268f1156c7625b3e230c06b5b10f15b0b108595b8d9d3a6fc1eeabb8cfad84
31387-covid_agree,Participants overall agreement with test results from at-home kits,Do you feel like these results were accurate?,categorical,"1, Yes; 2, No; 3, I'm not sure; 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,59af7cadee4486288829f20a8fc6c912696b883db62b27800802a9b000b5c6939127a3d6991786e7d27b82001ffcfdf7313b973862e51926a0ac91ed2f96c9ac
inclinic test completed submission date_deid,"Number of days from day of Consent when Participant completed survey forms ""I Completed My In-Clinic COVID Test""",,integer,De-identified Value in Days,days,false,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,6495630bc6d423b32ec82f5cc8adb92f7822f457516a46ed7833190af041e294ce606eb00daaa86bc5a10cac7f681c194b3885754721b0deea82d462433d1f9c
32078-inclinic_intro2,Participant in-clinic follow-up status,"Please select below when you have completed your in-person VCU COVID-19 test.

(If your appointment is scheduled soon, please do not complete this survey yet.)",categorical,"1, I completed my in-person VCU Test; 2, I no longer want to complete the in-person VCU Test  (please note this means you will not receive compensation for this study activity)",,true,,,I Completed My In-Clinic COVID Test,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,47e1773d5bdface69dc7cd84b8b7a32718ee2276fbcca51022363170efaa821515ae5331463739b3308aa4889b455f7170ced30428cfa8d2ecf33d4c86bd0c0f
32092-inclinic_date_deid,Number of days from day of Consent when Participant performed their in-clinic visit,What is the day you completed the in-person clinic test?.,integer,De-identified Value in Days,days,true,,,I Completed My In-Clinic COVID Test,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3fa80c27e284dcce639b06b2d21c6fd7473776cf2c0e45a55f23ab7cdc67c89437de9fdb5fe6489467ac2cec0271cf04a550dd40449c3fc93158c0ca74ba211b
32081-inclinic_why,Participant declines to perform in-clinic follow-up,Can you let us know why you no longer plan to complete this in-person test?,categorical,"1, I forgot to go to my appointment; 2, I am too busy; 3, I don't want to; 4, Other",,true,,,I Completed My In-Clinic COVID Test,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e03d8cf066ea122b038b7dce2f25004b72dd89ed158abcf6d3be7d528be9bf5d6b63c69e35368e19e654c08fb903fbf0f35dd1a1f7c628379d0e74cd2856dabd
32093-inclinic_why_specify,Other reasons unable to complete in-clinic appointment,"Other reasons unable to complete in-clinic appointment, please specify:",text,,,true,,,I Completed My In-Clinic COVID Test,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,1c11db6aee6f236cb50558831dc0d1fdcd2991fb270a6024636af0818ce0f7bcfe4a8de663725db00a375d0196bf164c5ebad1a923b4c3ece6c8c4e47ad50c81
athome2 completed submission date_deid,"Number of days from day of Consent when Participant completed survey forms ""At-home COVID Kit Instructions and Survey"" related to At-Home Test 2",,integer,De-identified Value in Days,days,false,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,4bf24b9cfe3f08a5bcd25821719f33c1b2ffe4d98bd9ff2d4ec30e6921cfedd4307161f4c6d3480714bbc2945e1156a5f334383f6c6820eb06f815380124978b
32316-have_allitems_2,"At-home COVID Test Survey #2, Status of Items required",Do you have everything shown here?,categorical,"1, Yes; 2, No",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d356f30544876110378484ff5d5c87289628c5e6e980b525444df24997b9e99d61b0dced10cfbde940de39e2ca4c9350addf85fb682bc55e6ac134a3118d7381
32310-testkit_performing_2,"At-Home COVID Test Survey #2,  test specified",Please confirm which at-home COVID Test you are taking:,categorical,"1, At-home COVID Test #1; 2, At-home COVID Test #2; 3, I am retaking my COVID Test #1",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,031be23d2b03f0b165fe551ea53397f0633b2bb08d10101f687cd6a0470fe22b7668f53587de9e6e69f3e558aea7767b487d82545dfa4f4892e2778f65916121
32320-datestart_2_deid,Number of days from day of Consent when Participant started their second at-home COVID test,What is the day that you completed the first at-home COVID test?,integer,De-identified Value in Days,days,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f8c61dfcd4d60d2db2e9e3045be3027398c2aed0e4dabf25b553b7aa8ff7a5ef64d3cdfa6aaa50c339d01ff0e097a63b9d1f85a1c5cb327ca1100f5764b7fa42
32321-time_picker_2,Participant specified time of day string between 0:0 and 23:59,"Time of second at-home test, please specify:",string,,,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,cb74cb1fecdd6ce3bcba3612091a7b47580c37ba3822f3c2e06133f6b1e1317907c1a46a7c7b7b601694b6d15be952cf3c3d868dc6b9aa9cd34bbeaad1507938
32350-blueline_results_2,"At-Home COVID Test Survey #2, Blue Line Status",Do you see a Blue Line on your Strip?,categorical,"1, Yes; 2, No, or I'm not sure; 3, I could not complete the test",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,de749fe800be9b489025c884e74ee4deeaa1f9dfe72cdb2c53467b0b8bc864968ab26ac563130049866c9ac8e03de89210bc9cfb233b31fb0bf04579c2484c07
32353-pinkline_results_2,"At-Home COVID Test Survey #2, Pink Line Status","Do you see a Pink Line on your Strip?
Look closely, the Pink Line may be very faint.",categorical,"1, Yes; 2, No, or I'm not sure; 3, I could not complete the test",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a2db15c437aed41d14a87f5ff1d7aeac453ef311fe7dd9596d2f9f78dcb675d8f6d22e23d978dec18bd406a35873848a3b7a76eda55a4a6d08325d8118926a6c
32356-pinkblue_confirm_2,"At-Home COVID Test Survey #2, Pink and Blue Confirmation Status",Does your test strip look like one of these?,categorical,"1, Yes; 2, No, I'm not sure; 3, I did not complete the test",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,7af8ef74026c3b42f85ae2a22492964efeaeac0f6a658f97a86584edbebfe720bae3f25c65d8a09debafa0ac05abd02e669fabeff629325f9250709afb2cd37d
32359-blue_nopink_confirm_2,"At-Home COVID Test Survey #2, No Pink, but Yes Blue Confirmation Status",Does your test strip look like this?,categorical,"1, Yes; 2, No",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e67648c475fb85797f8af2ab4dc6dd5343232ac2e8b8590b6af50accbd936fd36f6fd41327620ed27f955d105767427a8d074c8503aae6ccf32068f4c9325698
