variable_name,form_name,section_header,ui,label,value_constraints,field_note,pattern,min,max,branching_logic,required,Custom Alignment,question_id,Matrix Group Name,description,source_file,source_directory,Digest (variable_name|source_file|source_directory)
h_kawasaki,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,History of Kawasaki Disease (not a current diagnosis),"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,18fce92d4b9aaea0c285c7c43ecf69fc8b06b3a676833b4ead331ce5eab293914617e7398feebd3956f0d5525cc1a17084debe4e1724c610324eadb1fbcfeda5
h_mis_c,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,History of MIS-C (not a current diagnosis),"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,86648a48bf921413b1ab22c28c61ca36cb3b59de426eeebdcbf6e5e3990481262756044d03ad061ec0e7ad0009c67bd56b411dbaebeef13e40124ccda0696fb4
ibd,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Inflammatory bowel disease,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ea2b057712b22f2b94583c971d396fce774a99c43369ebc87e2780470cccc986323e6bbeb036ed4b580d46f732942af49c901779e02a2c12d0e3e80a5800ff81
feeding_tube,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Feeding tube dependent,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,46d7b3eff0d2964007f292f2ce8faaaf601d54f4f82413404edcb524d230a0cf0530133448233a1d1d0bf4d4329909b597129685486de90e4633f495917276d1
sickle_cell,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Sickle cell disease,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,416900655940d8173c2ab00eef838f809368ad0058a437d37b1cc21f4f75075db06effd7f90a62053bde93e837542c918311e811aca356bdd880845105ad481a
thrombotic,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Thrombotic disorders,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,234f23bcf8c32467ac3c5ed23ede40ec9bfeb8baf59c1f9097dca19fc7fd547cdfb7bf2060c9378b6d6ac42747b41d8fb93f4d4926047d69521232829b3aa664
chronic_liver,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Chronic liver disease,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e6e6b803f062cbbceea60c3b6623c9c8f159239452e844af1181cf77c6b4c7092b5acca00870064ee6480c7891842d24d79f2ddb334e0634ce6efce8137a7dcf
seiz_dis,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Seizure disorder/epilepsy,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,01afdbf4117d64e469c455239bbc975f69cd3584cb5a4e09ab69f606e1e655a7a23f27de46dc89a422c5ecc69aaa1904af55f6e673e3e1a4f85e1c088dafb3d2
eczma,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Eczema,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5feb96d276a574a69e40d44ecd3ff89febf061407685de96650cd851f3ed5020adba96c8f59be20953dce8270551fadb4ea272f89b89fb8b8588021f09a96a92
physical_dis,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Physical disability (including cerebral palsy),"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,aa4a4a39db93ef96ac60d11110bb4a356ea305baa86ff808793f24e4702e7d785a0e31d30d7b4358a0a99c1107aae93e148a54980ec8832ed79f508849b6ba81
down_syn,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Down syndrome,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,20a3e2a102ef63ca31b55b1ea5f223009bb954565f59a4ea240b9d64039eba7656b9cb17d62e79569884b45e7422f461ec11e0bb5384352a6bfe075fa3001c68
congen_syn,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Congenital syndromes/anomalies or genetic conditions including other chromosomal syndromes,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5a30e594c0df2515d1eacdbac6a82d8e01b5450f43d5ab9bbc2644061bb24a0ba17c32d22beca8500ba3479c2ab0add513fa4d0a80bc7617c1b41580f6b522ad
premature_neonatal,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Premature or neonatal conditions,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,441fdff8103ca7d82c7d60edf1836ca3423fb51fc351692bbf20f4c06f23b42442631ae6e7ea527307564a3e587022c1ba6619245abd0636ae8450aee366f5c8
other_cond,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,text,Other conditions (specify),,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,98b86c5f30fe323f89e4650776acc577ce0e0bb54520fde7344c9af263c7e533441f21b06a1eda162bc17798b638e4929826e5dcf783cefbb89df6f013c4c45c
fetal_nutr,tier2_ped,Premature or neonatal conditions,radio,Fetal malnutrition,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,0d072559d7b428d6927847894a5c5b4b4369b3e50d118ac9cc172f5b7bf56148f8bd891d7f4251172b487d817f046d53bc8c3aa0a6de21168295c3385b26ae2e
extrem_immat,tier2_ped,Premature or neonatal conditions,radio,Extreme immaturity,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,7673f351edea4508a37fc24327bc5fad5acc58af5ba75fee36fbbdcfa2d5da65589ea9166a5434439551cebc50f6e5932654f5b689ce7146c85316c7afef11d4
cereb_hem,tier2_ped,Premature or neonatal conditions,radio,Cerebral hemorrhage at birth,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d0227f45c4c58dd9ba6bea93eaed504a1f6443cc676deaa71e04f187627da75904b0583991bae26641d2b8dfe422870368346cb44f262c01df56e108cbac0c66
spinal_cord,tier2_ped,Premature or neonatal conditions,radio,Spinal cord injury at birth,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cbf2be851b979f8078999f96d74e32a7de9622fee8a7b948ac818af712d6c84d117d6617ece55a56e5e1f113dc1ab26c9ecfcd2db55d1379f51149106f9fe552
birth_asphy,tier2_ped,Premature or neonatal conditions,radio,Birth asphyxia,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ddd5cded2126644b349577d7c41b7e8510b42302579958186868794be2308c11aa69769f4235389b18903774334ed3fce6e3190d87d8028b6277084ea188c7eb
respir_dis,tier2_ped,Premature or neonatal conditions,radio,Respiratory diseases,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a13103f8133113833e1ff3edf9d9a814dac7240d7cee91851c52ead53ddafcd8712b7cffb98d08f30e93f5f59ec4231df3598a0670e5cdd2ba2625eb6d11af16
hyooxic,tier2_ped,Premature or neonatal conditions,radio,Hypoxic-ischemic encephalopathy,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,96f29be9434c34e75073a5fdc1e6b01830894eb44d71adedf692a1ce0555e49048767d0b9278f299b0d27fff9afe2b601b526204e9ef9377ed73a55152958e0d
other_neonatal,tier2_ped,Premature or neonatal conditions,radio,Other premature or neonatal condition,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,43e5d52545f90795d63e7c760c22228fc96e8cd80278a81475e799275000f11c0cf2fb743c490d329e9afe0ae787bdf0a11e39de38478db109e9ac4e58d16864
guard_date_mdy,tier2_parent_guard,Premature or neonatal conditions,text,"Date of Parent/Guardian Data Collection ",,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,1c13c24c87730c82a3c3b707efa29e1a24447752dcce22ec2957b11dcfb0276cfd3a29eef115cb7ead6d378070fadbb0449925974e0e3c9313374e2543682aa9
employment_remote,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,"Move to remote work, telework","1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,3f18cfdb4fe3f49977b8cb5c5099f11285a5704540e8d6d009ab7db0d327cef6e32b9c0a3ee960a31bd6e09e2b79aa93d10bbd141936b3bc4da6bcf3d97b9d4a
employment_hourloss,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,Loss of hours,"1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,4a5c74acd61dd2bbb88ea74c3f2b9ab05b922d9ea54acce168794e6f46ab06a3e1985c294ff82f972b7da507f2cb12b072944bf4b8e3d7c0a2b4131b4fadb15a
employment_lesspay,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,Decreased pay,"1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c5f0d781f69171683987fc28cbde1fa70324ee5b60f6120b78635398c4fb319d92d1e51de3bc9fc4cc3da9da753ef04fb1b1abfd53792a1fc8de3ea50cc4fa19
employment_furloughed,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,Furloughed,"1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,78e2aa3ae60b720e0dd3160fe3194190e542ab771e0eaa163a894a51a6901d147c4249475def0348acd07a19a58f97e289ae1ef40da8865dd70e3442631a79f2
employment_jobloss,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,Loss of job,"1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c81589f05603c28dab01bd02e6a235689f2f5128484cf85ef41fc4e5b0f4b19567b1c1ae39c8af642bd3f8843d4f144d53ab2344e7fce17dc230624045632214
employment_jobsec,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,Decreased job security,"1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,1051c0d5400b3bac614fa9885504ecebef40d167557a404caf3273cd183d11219caa332515d978888a249a546b2df1edc3be89266add19efc4b383d298c09b6b
employment_childcare,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,Disruptions due to childcare challenges,"1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e129dc1d0e5252e26d698ea4284df48b9cc40cc307fb42fd757fcd5acf04d9e85d57f33884c1042c9d6a3f955e12232d9c045ba8b3936b4c552b218db54098ef
employment_morehours,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,Increased hours,"1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ea9219d648fdb62e80d31a4f95e36a253e2847c25525b4b8ff6a13b93ae73d977663da95c68e9c399fac702b7bcc7048b1d784e2d639e9809d5c63a326fc0f0a
employment_other,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,radio,Another change,"1, Yes (self) | 2, Yes (Partner only) | 3, Yes (Self and Partner) | 4, Neither (Self or Partner) | 97, N/A | 99, Prefer not to answer",,,,,,,,,," @NONEOFTHEABOVE='99'",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,b148df4264c10263cf34ddf2c015a68374683a69c066a5ea0bd5f239548d6aff6ac9eb251dc4427c64a02ff29deb9848433cb8fcbfacd2f3bbe5215faabe6050
employment_other_specify,tier2_parent_guard,Which of the following changes in employment have occurred due to the COVID-19 pandemic?,text,Specify,,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c7cd17e41516a85a4d5af0ca7470019172b5359a0f80411ffbd900718b191ea8576a20aab59c78ce81373aab0a90218e96185510df625c51e718caebfd537a37
financial_food,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,Have enough money for food,"1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ced0013c32c32fda16b912bc0de3ddcab8ce9c5d2385333415d00248a4dce27128e5152bf282f645e0265325f8bb98f98aa43021ca77f0a1c692b6726a007c95
financial_utilities,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,"Have enough money to pay for electricity, heating, or water","1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,0dec4041240d6474f31f7d33a15871412805205ef8065193c16538583f9f66e807d3255612c569130ecbc56101cb82875b890f325eb53ddfdbd1862cca312857
financial_housing,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,Have enough money to pay for housing,"1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,aa23b5c1b200b5d1c9ff01e10af730cbe22c6a997af52c68ae4df5b0c75cb41114c6d8a160f26a99cb8427d9cfd7ca78e42798069be88e8b531973aaadf8b97d
financial_community,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,Get help from community organizations that I trust,"1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e4b66126336e98ffda566369626cdad4cda638d5c203de7d6da2821f1b977edc32e187474cbf335495552b4deaf96423e814a4a83297d0d5a417813e0a294256
financial_family,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,Get help from family members and friends,"1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,58c53b463d855d41690ca8f9aa6450af5eb49951b04eea3b766a86f8a36d7095d448e92bb1df751f91f5dd541e27fc8334197ea50bb91538c3f8c79692b9c6ed
financial_healthcare,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,See a healthcare provider if you or your family needs it,"1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5d310213eb0596a90048c010626acfd87022f432eb0267621c962a3187216eb45dca9999c1684b2d313b5b64c22f592732b354b4ae1c150350fc635caf0e86f0
financial_medications,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,Get routine/essential medications,"1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,61ea9e2a7092c29ee0002907221e6672b21e316e23e680b1068fd9606903a27dabc0bc2ac56a8254c2af6b4d5cdc11a4387ad805d9071372ba88609146384ec3
financial_transportation,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,Get transportation when you need it,"1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d70d613224cdbdf4cee8056c3b523214179f6656bbf3b52a19a5f51bd20087d27e48987bd1febfd62de7f006255772e29820f26600ea3f5a92522ab601bd6e6f
financial_internet,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,"Use the internet for things like work, school, medical visits, socializing","1, Not difficult | 2, Somewhat difficult | 3, Very difficult | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,eece197400d08b10e65e776fea2dcc6b747e0460f2ba5b56c78b11cf0aaa135d3ac79556c2d223b2e4b566cc9182aee0a81632ade5ceb33fee234ab6ff84a396
future_challenge,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,radio,"Thinking about the future, over the next 3 months how challenging will it be to make ends meet?","1, A lot more challenging than usual | 2, A little more challenging than usual | 3, No more challenging than usual | 4, Less challenging than usual | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c2ed17346c46276806ef972033d9a18748c69157831457d296317af47ad5834246f14ac1a91036bc40393d9041f066f0ee8c639ee7f1f4b34fb47f6be8ac7809
food_reasons,tier2_parent_guard,How difficult is/was it to meet each of the following needs for you and/or your family during the COVID-19 pandemic (since March 2020)?,checkbox,"In the last 12 months, if you didn't have enough to eat or what you wanted to eat, why was that? Choose all that apply.","1, Couldn't get out to buy food (for example, didn't have transportation, or had mobility or health problems that prevented you from getting out) | 2, Didn't want to go out to buy food | 3, Afraid to go out because of the chance of contracting COVID-19 | 4, Couldn't get groceries or meals delivered to me | 5, The stores didn't have the food I wanted | 6, Other | 7, I always had enough to eat and what I wanted to eat | 99, Prefer not to answer",,,,,,,,,," @NONEOFTHEABOVE='99'",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,4184688ff7c759d19d1b7fb99b45e45291e6dc75952d22122dceb542e68e6f22071f83c514c55f3e22b5b6c635daff9ab29363be6dd6a17b9c46e7ceacfda6eb
